4;1
GDAS;19;1;15;0;0
GDAS;19;1;22;0;0
GDAS;19;1;29;0;0
GDAS;19;2;1;0;0
1;FORWARD;OMEGA
19;1;24;0;62.500;58.500;500.0
1;PRESSURE
1;1;19;1;24;0;0;0;0.0;62.500;58.500;500.0;907.7
1;1;19;1;24;1;0;1;1.0;62.683;59.140;435.2;902.8
1;1;19;1;24;2;0;2;2.0;62.824;59.851;301.3;941.8
1;1;19;1;24;3;0;3;3.0;62.915;60.412;168.0;980.5
1;1;19;1;24;4;0;2;4.0;62.997;60.777;91.4;995.2
1;1;19;1;24;5;0;1;5.0;63.084;61.020;53.8;999.1
1;1;19;1;24;6;0;0;6.0;63.173;61.181;33.9;1001.8
1;1;19;1;24;7;0;1;7.0;63.258;61.290;23.4;1004.2
1;1;19;1;24;8;0;2;8.0;63.341;61.358;18.1;1005.7
1;1;19;1;24;9;0;3;9.0;63.424;61.392;15.3;1006.8
1;1;19;1;24;10;0;2;10.0;63.503;61.404;13.6;1007.6
1;1;19;1;24;11;0;1;11.0;63.577;61.404;12.4;1008.4
1;1;19;1;24;12;0;0;12.0;63.644;61.395;11.4;1009.2
1;1;19;1;24;13;0;1;13.0;63.705;61.377;11.0;1009.4
1;1;19;1;24;14;0;2;14.0;63.759;61.349;11.2;1009.3
1;1;19;1;24;15;0;3;15.0;63.806;61.312;12.4;1009.1
1;1;19;1;24;16;0;2;16.0;63.844;61.273;14.4;1008.6
1;1;19;1;24;17;0;1;17.0;63.871;61.240;17.2;1008.0
1;1;19;1;24;18;0;0;18.0;63.888;61.214;20.9;1007.4
1;1;19;1;24;19;0;1;19.0;63.896;61.196;25.7;1007.4
1;1;19;1;24;20;0;2;20.0;63.895;61.186;32.3;1007.1
1;1;19;1;24;21;0;3;21.0;63.887;61.183;40.7;1006.5
1;1;19;1;24;22;0;2;22.0;63.876;61.181;49.2;1005.2
1;1;19;1;24;23;0;1;23.0;63.863;61.170;55.0;1004.6
1;1;19;1;25;0;0;0;24.0;63.849;61.151;57.7;1004.4
