5;1
GDAS;20;9;29;0;0
GDAS;20;10;1;0;0
GDAS;20;10;8;0;0
GDAS;20;10;15;0;0
GDAS;20;10;22;0;0
3;FORWARD;OMEGA
20;10;5;0;62.085;49.588;100.0
20;10;5;0;62.085;49.588;500.0
20;10;5;0;62.085;49.588;1000.0
1;PRESSURE
1;1;20;10;5;0;0;0;0.0;62.085;49.588;100.0;1008.9
2;1;20;10;5;0;0;0;0.0;62.085;49.588;500.0;961.3
3;1;20;10;5;0;0;0;0.0;62.085;49.588;1000.0;903.7
1;1;20;10;5;1;0;1;1.0;62.145;49.929;97.0;1008.6
2;1;20;10;5;1;0;1;1.0;62.083;50.204;502.4;959.9
3;1;20;10;5;1;0;1;1.0;62.043;50.133;1004.4;903.3
1;1;20;10;5;2;0;2;2.0;62.203;50.275;96.7;1006.6
2;1;20;10;5;2;0;2;2.0;62.063;50.832;504.2;953.3
3;1;20;10;5;2;0;2;2.0;61.979;50.715;1006.1;896.5
1;1;20;10;5;3;0;3;3.0;62.259;50.642;100.4;1003.6
2;1;20;10;5;3;0;3;3.0;62.029;51.483;492.7;952.5
3;1;20;10;5;3;0;3;3.0;61.896;51.344;993.2;895.8
1;1;20;10;5;4;0;2;4.0;62.307;51.030;107.2;1000.5
2;1;20;10;5;4;0;2;4.0;61.985;52.166;473.2;955.6
3;1;20;10;5;4;0;2;4.0;61.788;52.010;982.2;898.3
1;1;20;10;5;5;0;1;5.0;62.349;51.420;110.6;999.0
2;1;20;10;5;5;0;1;5.0;61.936;52.860;465.9;957.3
3;1;20;10;5;5;0;1;5.0;61.645;52.691;968.8;896.4
1;1;20;10;5;6;0;0;6.0;62.390;51.796;107.6;999.2
2;1;20;10;5;6;0;0;6.0;61.866;53.565;458.4;951.5
3;1;20;10;5;6;0;0;6.0;61.464;53.400;950.1;897.8
1;1;20;10;5;7;0;1;7.0;62.435;52.171;102.3;998.6
2;1;20;10;5;7;0;1;7.0;61.789;54.259;440.8;953.7
3;1;20;10;5;7;0;1;7.0;61.264;54.113;952.5;900.7
1;1;20;10;5;8;0;2;8.0;62.482;52.554;99.6;996.8
2;1;20;10;5;8;0;2;8.0;61.734;54.893;437.0;959.0
3;1;20;10;5;8;0;2;8.0;61.057;54.782;977.8;897.1
1;1;20;10;5;9;0;3;9.0;62.528;52.941;102.0;993.9
2;1;20;10;5;9;0;3;9.0;61.695;55.482;448.0;954.4
3;1;20;10;5;9;0;3;9.0;60.844;55.412;1002.9;889.9
1;1;20;10;5;10;0;2;10.0;62.569;53.341;101.4;992.1
2;1;20;10;5;10;0;2;10.0;61.659;56.075;464.4;950.9
3;1;20;10;5;10;0;2;10.0;60.619;56.034;1029.0;886.1
1;1;20;10;5;11;0;1;11.0;62.599;53.751;87.8;993.8
2;1;20;10;5;11;0;1;11.0;61.613;56.691;487.2;947.7
3;1;20;10;5;11;0;1;11.0;60.390;56.658;1066.8;883.5
1;1;20;10;5;12;0;0;12.0;62.617;54.147;66.6;997.6
2;1;20;10;5;12;0;0;12.0;61.554;57.321;520.8;941.3
3;1;20;10;5;12;0;0;12.0;60.160;57.281;1115.4;874.6
1;1;20;10;5;13;0;1;13.0;62.632;54.518;52.9;998.6
2;1;20;10;5;13;0;1;13.0;61.470;57.993;586.0;928.7
3;1;20;10;5;13;0;1;13.0;59.894;57.895;1159.9;854.9
1;1;20;10;5;14;0;2;14.0;62.648;54.892;53.4;997.2
2;1;20;10;5;14;0;2;14.0;61.323;58.717;664.0;894.7
3;1;20;10;5;14;0;2;14.0;59.553;58.524;1086.9;837.8
1;1;20;10;5;15;0;3;15.0;62.662;55.302;61.1;995.1
2;1;20;10;5;15;0;3;15.0;61.072;59.522;703.4;889.0
3;1;20;10;5;15;0;3;15.0;59.158;59.283;835.3;871.4
